Bangla,English
অবিলম্বে ক্রসফায়ার ছাড়া এ ধরনের অপরাধ বাংলাদেশ থেকে কখনই বিলুপ্ত হবে না,Such crimes will never disappear from Bangladesh without immediate crossfire
এই প্রথম জয় ভাইকে নিয়ে এত ভালো লাগছে,This is the first time I feels so good about Joy brother
বেইলি রোডের এই খবর দেখে নিজেকে ধরে রাখতে পারছি না।,I can't contain myself after seeing this Bailey Road news.
এই শিকার উদ্ধার করা হয়েছে?,Has this victim been rescued?
ঈশ্বরকে ধন্যবাদ যে এই মানুষটি এত নির্যাতনের শিকার হয়েও বেঁচে আছেন।,Thank God that this man is alive despite being subjected to such torture.
এই মুরগিকে আরও দেওয়া উচিত ছিল।,This chicken should have been given more.
এমন সৎ সাহস ও সততা সব সরকারেরই দরকার,All governments need such honest courage and honesty
এ সপ্তাহে চারদিন খুলনা মেডিকেলে ভর্তি ছিলাম। সেখানকার রোগীদের দুর্দশা দেখে আমার মন-মস্তিষ্ক দিশেহারা হয়ে পড়ে।,"I was admitted to Khulna Medical for four days this week. Seeing the plight of the patients there, my mind and brain became disorientated."
এমনকি এই সময়েও ওয়ারফেজ টিউন 90 এর দশকের অনুভূতি দেয়।,Even at this time Warfaze tune gives a 90s feel.
এই সুর জীবনের কথা বলে।,This tune speaks of life.
এটাই আসল দান,This is the real donation
ঈশ্বর অবশ্যই এই মহান মহিলা এবং তার স্বামীকে এই হাসির জন্য পুরস্কৃত করবেন।,God will surely reward this great woman and her husband for these smiles.
"এই গানগুলি ইউটিউবে ট্রেন্ডিং নাও হতে পারে, তবে তারা কিছু রুচিশীল মানুষের হৃদয়ে রয়েছে...!","These songs may not be trending on YouTube, but they are in the hearts of some tasteful people...!"
এসব জায়গায় আলহামদুলিল্লাহ বলা ঠিক নয়। আল্লাহ তাদের হেদায়েত দান করুন,It is not right to say Alhamdulillah in these places. May Allah guide them
এই জারজদের সাথে আমাদের কি করা উচিত??,What should we do with these bastards??
তারা প্রত্যেকেই কুত্তার ছেলে,Each of them are son of a bitch
"এক কথায়, এটি একটি দুর্দান্ত নাচ ছিল, আমার এটি খুব ভাল লেগেছে, আমি আপনাকে শুভেচ্ছা জানাই।","In one word, it was a wonderful dance, I like it very much, I wish you all the best."
বাংলাদেশ ছাত্রলীগের এক টাকাও লাগবে না দেখবেন জাহাজ ফিরবে,Bangladesh Chhatra League will not need a single tk and you will see that the ship will return
এক মুসলমানের অপকর্ম অন্য মুসলমানের কাছে প্রকাশ করা ইসলামে নিষিদ্ধ।,It is forbidden in Islam to reveal the misdeeds of one Muslim to another Muslim.
মুহূর্তের মধ্যে সব শেষ,It's all over in a moment
একজন লোক এসে বলবে এর পেছনে বিএনপির ষড়যন্ত্র আছে।,A man will come and say that BNP has conpiracy behind this.
একটি দুটি নয়,one not two
একজন গর্বিত বাংলাদেশী হিসেবে আমাদের প্রজন্ম ওয়ারফেজের মতো একটি ব্যান্ড পেয়েছে,"As a proud Bangladeshi, our generation got a band like Warphase"
একজন মানুষ কত বড় বড় সিদ্ধান্ত নিতে পারে তার এটাই বাস্তব উদাহরণ।,This is a real example of how great a man can take such big decisions.
কোন কথা না বলে। রাজউক ও ফায়ার সার্ভিস বরাবরই এমনটি।,Without saying a word. Rajuk and the fire service have always been like that.
লায়লা যদি মোস্তাকের সাথে তিশা মামুনের কাছে আসতেন তাহলে খুব ভালো হতো।,It would have been great if Laila had come to Tissa Mamun with Mustaq.
"একটি ঘোষণাই যথেষ্ট, যারা বৈধ চ্যানেলের মাধ্যমে সমস্ত টাকা পাঠান তারা বিনামূল্যে বিমান ভাড়া এবং তাদের জন্য বিমানবন্দরে বিশেষ সুবিধা পাবেন।","An announcement is enough, those who send all the money through legitimate channels will get free airfare and special facilities at the airport for them."
জাহাজে নিরাপত্তা ব্যবস্থা না থাকলে এ অবস্থা হবে।,"If there is no safety system on a ship, this situation will happen."
"একটি ফ্যান্টু, একটি যৌথ, ফাঁকা রাস্তায়, প্রাইভেট চলছে, এবং এই গানটি বাজছে, অনুভূতির স্বর্গ
কত স্মৃতি লুকিয়ে আছে আজ মনে পড়ে","A fantu, a joint, empty street, private is running, and this song is playing, feeling's heaven
I remember how many memories are hidden today"
হায়রে মানুষ কেমন কষ্ট পায় মানুষ!,How is a person suffering alas people!
বিবিসি বাংলাকে ধন্যবাদ একটি সৎ সংবাদ পরিবেশনের জন্য।,Thanks to BBC Bangla for presenting an honest news.
"খুব ঠান্ডা, গরম, গরম, বাঁশ, এটা সুন্দর, জয় ভাই।","It's very cold, hot, hot, bamboo, it's beautiful, Joy brother."
সব ঠিক আছে,It's all right
এটাই ছিল শেষ প্রশ্ন,That was the last question
একদিন দুজন বিসিএস ক্যাডার হয়ে ফিরবেন। সেদিন মায়ের মুখে হাসি ফুটবে। ইনশাআল্লাহ,One day two will return as BCS cadre. Mother's face will smile that day. Inshallah
"""বোরো বাপের পোলায় খা"" কেউ দুবার কেনে না","No one buys ""Boro Baper Polay Khay"" twice"
ব্যাংকে গেলেই বুঝতে পারবেন প্রবাসীরা কেন হুন্ডিতে টাকা পাঠায়,"Once you go to the bank, you can understand why expatriates send money to Hundi"
বাংলার বাঁশ শুধু জয় ভাই দিতে পারেন।,Bengal bamboo can only be given by Joy brother.
এক এক করে সবাইকে নিয়ে এসে বাঁশ দেওয়ার জন্য ধন্যবাদ জয় ভাই। তাদেরও বাঁশ দেওয়ার জন্য আপনাকে অনেক ধন্যবাদ,Thank you Joy brother for bringing everyone one by one and giving bamboo. Thank you very much for giving bamboo to them too
"সেজন্য আইন সবার জন্য সমান, দলমত নির্বিশেষে কোনো অপরাধীকে ছাড় দেওয়া হয় না।
বিএনপিকে ধন্যবাদ।","That is why the law is equal for all, regardless of party, no guilty person is exempted.
Thanks to BNP."
জয় ভাই একের পর এক শক্তিশালী জুটি এনে আমাদের আপ্যায়ন করবেন,Joy brother will entertain us by bringing another powerful couple one after another
"এখন এই অবস্থা, গার্মেন্টস নিয়ে অধিবেশন হলে পরিস্থিতি যে ভয়াবহ হবে তা ভাবা যায় না।","Now this is the situation, it is not possible to imagine that the situation will be dire if there is a session on garments"
এখন বিএনপির নামের তালিকা করবে পুলিশ,Now the police will list the name of BNP
সেনাবাহিনীর এখনও এই ভূমিকা দরকার,The army still needs this role
এগিয়ে যান,go ahead
এগিয়ে যান সফলতা আসবেই ইনশাআল্লাহ,Go ahead and success will come inshallah
এগিয়ে যান এবং আপনার জন্য প্রার্থনা.,Go ahead and pray for you.
এগুলো খেয়ে বাথরুমে গিয়ে মানুষ মারা যাবে,People will die while going to the bathroom after eating them
এগুলো পরিকল্পিত হত্যাকাণ্ড।,These are planned murders.
এ কারণে গাড়িতে ওঠার আগে গাড়ির চালকের ছবি তুলে বাসায় পাঠান তারপর গাড়িতে উঠুন।,"For this reason, before getting into a car, take a photo of the driver of the car and send it to home then get in the car"
এটি একটি হিউ অনুদান যেখানে শিক্ষার্থীরা সম্পূর্ণ বিনামূল্যে ডাক্তার হওয়ার স্বপ্ন পূরণ করতে বেসরকারি মেডিকেল কলেজগুলিতে বিপুল পরিমাণ অর্থ ব্যয় করে।,This is a hugh grant where students spend huge sums of money in private medical colleges to fulfill their dream of becoming a doctor completely free.
"এটা খুবই ভালো উদ্যোগ, মায়ের জন্য দোয়া রইলো। শুভ কামনা।","This is a very good initiative, prayers for the mother. Good wishes."
এটি ছিল দেশপ্রেমিক সেনাবাহিনীর একটি নিরপেক্ষ অভিযান। এজন্য খালেদা জিয়াকে অনেক ধন্যবাদ।,It was a neutral operation of the patriotic army. Many thanks to Khaleda Zia for this reason.
"এটি শুধু একটি গান নয়, প্রতিটি লাইন হৃদয় থেকে একটি অভিব্যক্তি মত","It's not just a song, every line is like an expression from the heart"
এটাই প্রকৃত সুখ।,This is true happiness.
এটি প্রমাণ করে যে সেনাবাহিনী নিরপেক্ষ ছিল এবং সাহসিকতার উদাহরণ স্থাপন করেছে।,This proves that the army was neutral and set an example of bravery.
বাংলাদেশ পাকিস্তানের চেয়েও খারাপ,Bangladesh is worse than Pakistan
এটাই বাস্তবতার স্বর্গ। এর মত মহৎ কাজ আর কি হতে পারে।,This is the paradise of reality. What else can be a great work like this.
ইনি একজন সত্যিকারের দেশনেত্রী। যিনি কখনো অন্যায়ের সাথে আপস করেননি।,This is a true country leader. Who never compromised with injustice.
"এর প্রধান কারণ হল আপনি যদি এক ডলারের জন্য বৈধভাবে 120 টাকা পান, তাহলে আপনি হুন্ডিতে 125/130 টাকা পাবেন।","The main reason for this is that if you get 120 tk legally for one dollar, you get 125/130 tk in hundi."
এটা কি গুচি সোয়েটার??,Is this a Gucci sweater??
এত বড় হাসপাতালে রোগীদের থাকার ব্যবস্থা নেই।,Such a big hospital is not accommodating the patients.
এখানে এত মানুষের জন্য পর্যাপ্ত ডাক্তার নেই।,There are not enough doctors here for so many people.
কত সুন্দর করে বাঁশ দেওয়া যায় জয় ভাইয়ের অনুষ্ঠান না দেখলে বোঝা যেত না।,"It would not have been understood if you had not seen Joy brother's program, how beautifully bamboo can be given."
যখন এমন অভাব! তারপর ব্র্যাক বিশ্ববিদ্যালয়ের পরিবর্তে টঙ্গী সরকারি কলেজে পড়াশুনা।,When such lacking! Then study in Tongi government college instead of BRAC University.
তাদের আইনের আওতায় এনে রাজহাঁসের ডিম ঢোকানো উচিত।,They should be brought under the law and then eggs of swan should be inserted through their butthole.
"তাদের এভাবে শাস্তি দিন, তাদের শাস্তি দেখে অন্যরা এমন অপরাধ করার সাহস পায় না?","Punish them like this, seeing their punishment, others do not have the courage to commit such a crime??"
তাদের কঠোরতম শাস্তি দাবি করছি,I demand the harshest punishment for them
"যদি তারা একটি কঠিন দৃশ্যমান বিচার না পায়, তারা কয়েক দিন পরে জামিনে বেরিয়ে আসবে এবং আবার করবে। কঠিন বিচার চাই।","If they don't get a tough visible trial, they will get out on bail after a few days and do it again. I want a tough trial."
তাদের কঠোর শাস্তি হওয়া উচিত,They should be punished severely
তাদের মানসিক শান্তি দেওয়া হোক,May they be given peace of mind
"ওদের বাঁচিয়ে কি লাভ, রাতের বেলা মেরে ফেলতে হবে, এটা হবে পুলিশের জন্য বিরাট পুরস্কার।","What is the use of keeping them alive, they should be killed by night, it will be a great reward for the police."
"তাদের শুধু গ্রেফতার করলেই হবে না, শাস্তির আওতায় আনতে হবে",They should not only be arrested but brought under punishment
জনগণের দ্বারা তাদের শাস্তি হওয়া দরকার।,They need to be punished by the people.
তাদের কারণে অনেক অসহায় মানুষ কষ্ট পাচ্ছে। তাদেরকে এমন শাস্তি দিন যেন তারা ভবিষ্যতে আর কখনো এ ধরনের চিন্তা না করে। তাদের উপযুক্ত শাস্তি না দিলে তারা আবারও এ কাজ করবে।,"A lot of helpless people suffer because of them. Punish them in such a way that they will never think of such thoughts again in the future. If you do not punish them properly, they will do this again."
তাদের জন্যই পৃথিবী এত সুন্দর।,The world is so beautiful because of them.
তাদের হাত থেকে কেউ নিরাপদ নয়। তারা দেশ ও জাতির কলঙ্ক।,No one is safe from them. They are the scum of the country and nation.
"তাদের নাচ, বিশেষ করে উপস্থাপক জয়ের নাচ দেখে আমি হাসলাম","I ended up laughing watching their dance, especially the presenter Joy"
তাদের পুরো লাইন ভালভাবে অভিযান করা উচিত,Their entire line should be well raided
তাদের বিচার প্রকাশ্যে হোক,Let their trial be public
"বাংলাদেশে তাদের বিচার করা সম্ভব নয় এবং তাদের বিচার করতে 100 বছর সময় লাগবে, তারা কয়েক দিন জেলে থাকবে তারপর তারা বেরিয়ে আসবে এবং আবার একই কাজ করবে।","It is not possible to put them on trial in Bangladesh and it will take 100 years to put them on trial, they will be in Jail for a few days and then they will come out and do the same thing again"
যত জানোয়ার আছে তাদের আইনের আওতায় এনে কঠোর শাস্তি দিতে হবে।,"As many beasts as there are, they should be brought under the law and punished severely."
দয়া করে তাদের মেরে শুকনো মরিচ লাগান,Please kill them and apply dry pepper
"তাদের যাবজ্জীবন কারাদণ্ড দেওয়া হোক, তারা যেন এ ধরনের কাজ আর কখনো করতে না পারে সেজন্য সরকারের দৃষ্টি আকর্ষণ করছি!","Let them be imprisoned for life, I am attracting the attention of the government so that they can never do this kind of work again!"
তাদের ক্রসফায়ার করা হোক,Let them be crossfired
তাদের যথাযথ শাস্তি হলে সরকার ও আইন প্রশাসনের ওপর জনগণের আস্থা থাকবে।,"If they are properly punished, people will have confidence in the government and the administration of law."
এদেশে তালেবান শাসনের বিকল্প নেই!,There is no alternative to the Taliban rule in this country!
"এনায়েত ভাই আরো সহজ করে বুঝিয়ে বললেন, আপনার বুঝতে একটু কষ্ট হয়েছে।","Enayet brother explained more simply, it was a little difficult for you to understand."
বিনা পয়সায় পড়ালেখা করে ডাক্তার হওয়ার পর দেখা যাবে তারা গরিব মানুষকে অন্তত অর্থের বিনিময়ে সাহায্য করবে,"After studying for free and becoming a doctor, it will be seen that they will help poor people at least for money"
"একটি শহরে বসবাস যেখানে প্রতিটি মুহূর্ত সন্ত্রাস; আজ এই শহরে বসবাস করে, আগামীকাল কোন অনাকাঙ্খিত ঘটনায় আমার কোন স্বজন হারাবো না তার কোন নিশ্চয়তা নেই।","Living in a city where every moment is terror; Living in this city today, there is no guarantee that tomorrow I will not lose any of my relatives in an unexpected event."
"আমি এমন এক দেশে বাস করছি, যেখানে একপাশে অন্ধকার বিষাদের ছায়া। ",I am living in a country where on one side there is darkness with the shadow of grief.
আমি এমন একটি দেশে বাস করি যেখানে যত বড় অপরাধী তাকে তত নিরাপদ দেখায়।,I live in a country where the bigger the criminal the safer he look like.
এ ধরনের কাজে তরুণদের সাহস বাড়ে,The courage of the youth increases in such work
এ ধরনের ঘটনা নতুন নয়। তবুও আমরা কেউই সচেতন নই। আর সরকার কোনো ব্যবস্থা নেয় না।,Such incidents are not new. Yet none of us are aware. And the government does not take any action.
এমন প্রতিবেদন একমাত্র বিবিসি বাংলাই করতে পারে। আপনাকে অনেক ধন্যবাদ,Only BBC Bangla can do such a report. Thank you very much
এমন প্রধানমন্ত্রী আর কখনো আসবে কিনা সন্দেহ। স্যালুট,Doubt whether such a prime minister will ever come again. Salute
"বাঁশ দিতে হবে এমনভাবে,
ধন্যবাদ জয় ভাই।","Bamboo should be given in such a way,
Thank you Joy brother."
এই ধরনের সেনা অভিযান এখন 100% প্রয়োজন,Such an army campaign is 100% needed now
"বিমানবন্দরে পণ্য ব্যবহারের নিরাপত্তা! যেমন, হুন্ডি একটি প্রতিশোধ","The security of the use of goods at the airport! As such, Hundi is a revenge"
বিমানবন্দরে লাগেজ কেটে ভালো আয় পেলে রেমিট্যান্স দিয়ে কী করবেন?,What to do with remittance if you get a good income by cutting luggage in airport ?
এটা কঠিনতম বিচার হওয়া উচিত,It should be the toughest trial
এর কারণ কী? ভাইরাল হতে চান নাকি?,What is the reason? Want to go viral or not?
এর কারণ কী? ভাইরাল হতে চান নাকি?,What is the reason? Want to go viral or not?
এর প্রধান কারণ চিকিৎসক স্বল্পতা।,The main reason is the shortage of doctors.
খুব শীঘ্রই এরকম আরেকটি অপারেশন দরকার,Another such operation is needed very soon
বিবিসিকে অসংখ্য ধন্যবাদ এমন একটি সত্য সংবাদ পরিবেশনের জন্য।,Many thanks to BBC for presenting such a true news.
এমন নিরপেক্ষ সংবাদ উপস্থাপনা শুধুমাত্র বিবিসি বাংলাতেই সম্ভব,Such unbiased news presentation is possible only in BBC Bangla
সরকারের এমন সৎ সাহস থাকা উচিত।,The government should have such honest courage.
এরপর ধীরে ধীরে বাংলাদেশের চিকিৎসা ব্যবস্থা মেধাশূন্য হয়ে পড়ে।,"After that, the medical system of Bangladesh gradually became devoid of talent."
এরপর তারা বিদেশে সম্পদ গড়ে বাংলাদেশ ছেড়ে চলে যায়।,Then they build assets in abroad and left Bangladesh.
দেখছি তারা বাংলাদেশ পুলিশের কাজ অনেকদিন ধরেই খুব যত্ন সহকারে করে আসছে।,I see that they have been doing the work of Bangladesh Police very carefully for a long time.
কিছুদিন পর আবারও বেরিয়ে এসে একই অপকর্ম করতে দেখা যায়,They are seen to come out again after a few days and do the same misdeeds
তারা দেশ ও জাতির কলঙ্ক।,They are the scum of the country and nation.
"এরা মানুষ নয়, হিংস্র পশু","They are not human, they are ferocious animals"
তাদের সর্বোচ্চ ৬ মাস-১ বছরের জেল হবে। এরপর তারা আবার একই কাজ করবে,They will be Jailed for a maximum of 6 months-1 year. After that they will do the same thing again
"তারা আমাদের সম্পদ, তারা আমাদের ভবিষ্যৎ। দোয়া ও ভালোবাসা সবসময় থাকবে।","They are our wealth, they are our future. Prayers and love will always be there."
তারা একদিন বাংলাদেশের বড় ব্যবসায়ী হবে,They will become the big businessmen of Bangladesh one day
তারা প্রকৃত শিক্ষায় শিক্ষিত।,They are educated in real education.
এরাই মানুষ,These are the people
"আগামী প্রজন্ম যদি এই গানগুলো না পায় তাহলে ভাবছি তারা কীভাবে তাদের কষ্ট লুকাবে
ওয়ারফেজকে ধন্যবাদ আমাদের অপূর্ণতা ভুলতে পারফেক্ট গান দেওয়ার জন্য!!","If the next generation does not get these songs, I wonder how they will hide their pain
Thanks Warfaze for giving us the perfect song to forget the imperfection!!"
"এই জঘন্য কাজের জন্য তাকে কঠোর শাস্তি দেওয়া হোক, যাতে অন্য কেউ এই অপরাধ করার সাহস না পায়।","Let him be severely punished for these heinous deeds, so that no one else dares to commit these crimes."
এই পিশাচদের হত্যা করা হলে প্রকাশ্যে হত্যা করা উচিত।,"If these ghouls are killed, they should be killed publicly."
"এই পোস্টগুলো খুব ইতিবাচক শক্তি দেয়, সুন্দর বাংলাদেশ গড়ি।","These posts give very positive energy, make a beautiful Bangladesh."
এগুলো শুধু নামেই গরম। সম্পূর্ণ তৃতীয় শ্রেণীর এবং স্বাদহীন স্টাফ।,These are hot in name only. Totally third class and tasteless stuff.
এসব শুনেও কি এসব দেখে কারো কিছু মনে হয় না?,"Even after hearing these, seeing these, does anyone not feel anything?"
"এই সচ্ছল পরিবারের ছেলেমেয়েরা যদি এভাবে এগিয়ে আসার সাহস পায়, তাহলে বাংলাদেশের পাশাপাশি বাইরের কোনো কাজকে ছোট মনে করা হবে না।","If the children of these well-to-do families dare to come forward in this way, then any work won't be considered small in Bangladesh as well as outside."
আপনি যদি তাদের হত্যা করেন তবে লোকেরা আপনার প্রশংসা করবে।,People will praise you if you kill those ones.
বিল্ডিং বিক্রি করে সব ক্ষতিপূরণ দিলে সবাই সাবধান হবে।,"If the building is sold and all the compensations are paid, then everyone will be careful."
তখন সাধারণ মানুষ সত্যিই খুব ভালো এবং সুখী ছিল।,At that time the common people were really very good and happy.
"তখন একটা আর্মি ব্যারাক ছিল, ২০০২ সালের কথা এখনো মনে আছে, তখন আমি সিলেটের কানিঘাটে থাকতাম।","At that time, there was an army barracks, I still remember the year 2002, then I was living in Kanighat, Sylhet."
তাদেরও একইভাবে মরতে হবে। এত ভয়ংকর আর মানুষ হতে পারে!!,They should die the same way. So horrible and human can be!!
"তাদের আইনের আওতায় ভাইভা হওয়া উচিত এবং এমনভাবে শাস্তি দেওয়া উচিত যাতে অন্য কেউ এমন কাজ করার সাহস না করে, কোনও পিতামাতা যেন এমন শিকার না হন।","They should be brotherught under the law and punished in such a way that no one else dares to do such a thing, no parent should be such a victim."
তাদের কঠোর শাস্তি দেওয়া হোক।,Let them be severely punished.
তাদের জনগণের হাতে তুলে দেওয়া হোক।,Let them handed over to the people.
তাদের ধরে এনে কঠিন শাস্তি দেওয়া হলে হয়তো ভবিষ্যতে কেউ এ ধরনের অপরাধ করার সাহস পাবে না।,"If they are caught and given severe punishment, maybe in the future no one will have the courage to commit such crimes."
তাদেরও একইভাবে শাস্তি দেওয়া হোক,Let them be punished in the same way
তার বন্ধুরা মারা যাওয়ার সময় সে একজন প্রতিষ্ঠিত ব্যবসায়ী হয়ে যাবে।,"By the time his friends pass away, he will be an established businessman."
ভালো থেকো জাহান্নামে মা মেয়ে,Stay well in hell mother and daughter
বাহ উপস্থাপকের কথা বলার ধরন খুব সুন্দর,Wow presenter's speaking style is very nice
"প্রজন্মের পর প্রজন্ম ওয়ারফেজ লাইভ!!
আমাদের ভেতরের কথাগুলো এত সুন্দরভাবে উপস্থাপন করার জন্য আপনাকে ধন্যবাদ","Warfaze live generation after generation!!
Thank you for presenting our inner words so beautifully"
ওয়ারফেজ ফিরে! এর চেয়ে খুশির আর কি হতে পারে?,Warfaze back! What could be happier than this?
"ওয়ারফেজ স্বপ্নকে সত্য করে তোলে, অপূর্ণ স্বপ্নগুলি ওয়ারদেজের দ্বারা পুনরায় যুক্ত হয়।","Warfaze makes dreams come true, Unfulfilled dreams are rejoint by Wardaze."
"আমার বন্ধুর নাম সাম্য, আজ তার মৃত্যুর ১০ মাস পূর্ণ হল।
চোখে জল নিয়ে মন্তব্যটা করলাম।","The name of my friend was Samya, today marks 10 months of his death.
I made the comment with tears in my eyes."
" শুধু এই লাইন. আমি এক বন্ধুর সাথে ছিলাম, আমি তাকে বলছিলাম গানটা কোথায় এত সুন্দর বাজছে, তখন বন্ধু বলল এটা একটা ওয়ারফেজ গান। যাইহোক, আমি ভালভাবে বুঝতে পারিনি তখন আমি তাকে বললাম দোস্ত গানটি ডাউনলোড করুন, তারপর এই প্রথম তিনি আমার মোবাইলে ওয়ারফেজ মিউজিক চালু করলেন। "," Just this line. I was with a friend, I was telling him where the song is playing so beautifully, then the friend said it's a Warfaze song. However, I didn't understand well then I told him dude download the song, then This is the first time he introduced warfaze music to my mobile. "
"ওয়ারফেজ, আমি এই নামটি জেনেছিলাম 2019 সালে যখন আমি কলেজের ১ম বর্ষে ছিলাম। দূরে কোথাও শুনলাম, ""যন্ত্রে বাঁধা মনটা ক্লান্ত আর অসহায়
টাকা দিয়ে কেনা সুখ দুঃখের ছায়ায়""","Warfaze, I came to know this name in 2019 when I was in the 1st year of college. Somewhere in distance I heard, ""The mind tied to the machine was tired and helpless
Happiness bought with money is in the shadow of sorrow"""
ওয়ারফেজের লাইনআপ পরিবর্তন হলেও ওয়ারফেজ বদলায় না! ওয়ারফেজকে শুধুমাত্র ওয়ারফেজের সাথে তুলনা করা যেতে পারে।,"Even though the lineup of Warfaze changes, Warfaze does not change! Warfaze can only be compared to Warfaze."
আমাকে পাঠিয়েছেন নির্জনতার বিলাসে দুঃখ ভোগ করতে। ভালো থেকো প্রিয়তমা।,Sent me to enjoy sorrow in the luxury of solitude. Stay well my dear.
"আমি তার বাবা-মায়ের পরে তার প্রিয় মানুষ ছিলাম। তাই সে তার বাবা-মাকে খুশি করার জন্য তার তৃতীয় প্রিয় ব্যক্তিকে বলি দিয়েছে।
","I was her favorite person after her parents. So she sacrificed her third favorite person to please her parents.
"
"তারা ইতিমধ্যে কঠোর প্রস্তুতি নিচ্ছে, জয় ভাই যাই বলুক, আমরা উত্তেজিত হতে পারছি না","They are already making hard preparations, whatever Joy brother says, we can't get excited"
"ওহ জয় ভাই, আমি আর নিতে পারছি না। আমার হাসি থামছে না!","Oh Joy brother, I can't take it anymore. My smile does not stop!"
"কখন, কোথায়, কিভাবে আমাদের মৃত্যু হবে তা আমরা কেউ বলতে পারি না। কিন্তু আমরা আমাদের ভবিষ্যৎ নিয়ে কতই না ভাবি, কিন্তু মৃত্যুই আমাদের নিশ্চিত ভবিষ্যত।","None of us can tell when, where and how we will die. But how much we think about our future, but death is our sure future."
হ্যাঁ সত্যিই আপনি একটি খুব ভাগ্যবান প্রজন্ম. একটা সিডি কেনার সংগ্রামের গল্পটা আপনার কাছে শুধুই একটা গল্প।,Yes indeed you are a very lucky generation. The story of the struggle to buy a CD is just a story to you.
এক কাপ চা নিয়ে বাইকে বসে বিনা পয়সায় ব্যান্ডের মিউজিক শুনতে পাব তা কখনো ভাবিনি।,I never thought that I would be able to listen to the band's music for free while sitting on my bike with a cup of tea.
কঠোর শাস্তি দাবি করছি,I demand severe punishment
কঠোর শাস্তি দাবি করছি,I demand severe punishment
কঠিন শাস্তি চাই,Want severe punishment
কঠোর শাস্তির দাবি জানিয়েছেন।,Strongly demanded strict punishment.
কর্তৃপক্ষের দৃষ্টি আকর্ষণ করছি।,I am drawing the attention of the authorities.
আমি এই আন্ডাররেটেড গানটি কভার করার জন্য অনুরোধ করছি। খুব খুশি!,I have been requesting to cover this underrated song. so happy!
অন্তত একটি নিরাপত্তা বিভাগ থাকা উচিত.,There should be at least one security section.
"মন্তব্য করার ভাষা খুঁজে পাচ্ছি না, মহান জয় ভাই।","Can't find the language to comment, Great Joy brother."
আমি একটি মন্তব্য ছেড়ে. যাতে আজ থেকে 40-50 বছর পরেও আমার ছেলে-নাতিরা মন্তব্য দেখে বুঝতে পারে যে তাদের বাবা-দাদারা ওয়ারফেজ শুনতেন।,"I left a comment. So that even after 40-50 years from now, my sons and grandsons will see the comments and understand that their fathers and grandfathers used to listen to Warfaze."
কয়েকদিন জামিনের পর এভাবেই চলবে।,"After a few days of bail, it will continue like this."
কয়েকদিন আগে টাঙ্গাইল উত্তরা থেকে অপহরণ করে ছুরি দিয়ে রাস্তায় ফেলে রেখে যায়,A few days ago Tangail was abducted from Uttara and left in the street with knives
কয়েকদিন পর তারা জামিনে বের হবেন।,They will be out on bail after a few days.
দেশের সব ব্যান্ডকে ধন্যবাদ আমাদের ভালো ভাইব এবং ভালোবাসার গান উপহার দেওয়ার জন্য।,Thanks to all the country bands for giving us country songs of good vibes and love.
"অনেকেই আছেন যারা দেশীয় সঙ্গীতের মাহাত্ম্য অনেক আগেই বুঝেছেন, তারা দেশীয় ব্যান্ডদের সাপোর্ট দেওয়ার জন্য সাধুবাদ জানিয়েছেন।
","There are many who understood the greatness of country music long ago, they applaud the country bands for supporting them.
"
" তারপর একের পর এক দেশীয় রূপক গান খুঁজতে থাকি।
"," Then I kept finding one after another native metaphorical songs.
"
"কয়েক মাস আগে আমি ইংরেজি ও হিন্দি গান শুনতাম, কৌতুহল বশত দেশীয় গান খুঁজতে লাগলাম।","A few months ago I used to listen to English and Hindi songs, out of curiosity I started searching for native songs."
কাজটা খুব ভালো,The work is very good
কারণ মুক্তি পাওয়ার কিছুদিন পর তারা একই অপকর্মে লিপ্ত হবে।,"Because a few days after being freed, they will indulge in the same vice."
"""ওয়ারফেস"" এর জন্য আমাদের অনেক ভালবাসা, আমি জানি না পরবর্তী প্রজন্মে কী ধরণের সংগীত আসবে বা আসবে না, তবে আমাদের প্রজন্মকে এত মনোমুগ্ধকর গান উপহার দেওয়ার জন্য আমরা আপনার কাছে কৃতজ্ঞ! ️","We have a lot of love for ""Warface"", I don't know what kind of music will come in the next generation or not, but we are grateful to you for giving so many charming songs to our generation! ️"
"অদ্ভুত তাই না?
কেউ কারো কাছ থেকে ভালোবাসা না পেয়ে গান লিখতে শুরু করে; আর সেই গান শুনে সবাই তাকে ভালোবাসতে শুরু করে।
","Isn't that strange?
Someone starts writing songs without getting love from someone; And everyone started loving him after hearing that song.
"
মানুষ কিভাবে এত নিষ্ঠুর ও অমানবিক হতে পারে।,How can people be so cruel and inhumane.
মাশআল্লাহ। তাদের পরিবারের জন্য শুভ কামনা।,Mash Allah. Best wishes for their family.
"কত নিষ্ঠুর, দুর্গাপুরবাসী সেরকম নয়।","How cruel, Durgapur people are not like that."
"কত ভাগ্যবান, জয় ভাইয়ের অনুষ্ঠানের জন্য যে দম্পতিই দেখান না কেন, তারা সর্বদা প্রেমে থাকে।","How fortunate, No matter which couple shows up for Joy brother's event, they always stay in love."
"ব্যাংকে টাকা পাঠিয়ে কি লাভ? এবং দেশের দুর্নীতির মাত্রা বিবেচনা করে, ব্যাংকে অর্থ প্রদানের সুবিধা কী?
আমার প্রথম পছন্দ বিকাশ বা হুন্ডি।","What is the use of sending money to the bank? And given the level of corruption in the nation, what advantage does paying money to the bank offer?
My first choice is Bikash or Hundi."
